UniqueIdentifier,Name,CASNumber,SRSID,SampleFractionRequired,AnalyticalMethodRequired,MethodSpeciationRequired,PickList,GroupName,DomainValueStatus,Description,ComparableName,LastChangeDate
21275,(2-Carboxyethyl)-3-(((perfluoro-7-methyloctyl)2-hydroxypropyl)amino)propyldimethylammonium hydroxide,73353-25-0,1842345,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
20904,(2-Carboxyethyl)-3-((perfluorooctyl)-2-hydroxypropyl)aminopropyldimethylammonium hydroxide,93776-14-8,1842349,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
64303,"(2-Carboxyethyl)dimethyl(4,4,5,5,5-pentafluoro-2-hydroxypentyl)azanium",,1991480,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64317,(2-Carboxyethyl)dimethyl[3-(perfluorobutyl)-2-hydroxypropyl]azanium,,1991481,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64314,(2-Carboxyethyl)dimethyl[3-(perfluorodecyl)-2-hydroxypropyl]azanium,,1991482,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64328,(2-Carboxyethyl)dimethyl[3-(perfluorododecyl)-2-hydroxypropyl]azanium,,1991483,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64325,(2-Carboxyethyl)dimethyl[3-(perfluorohexadecyl)-2-hydroxypropyl]azanium,,1991484,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64602,(2-Carboxyethyl)dimethyl[3-(perfluorohexyl)-2-hydroxypropyl]azanium,,1991485,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64599,(2-Carboxyethyl)dimethyl[3-(perfluorooctadecyl)-2-hydroxypropyl]azanium,,1991486,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20932,(2-Carboxyethyl)dimethyl[3-(perfluorooctanamido)propyl]ammonium,5158-52-1,1842347,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
64614,(2-Carboxyethyl)dimethyl[3-(perfluorooctyl)-2-hydroxypropyl]azanium,,1991487,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64610,(2-Carboxyethyl)dimethyl[3-(perfluorotetradecyl)-2-hydroxypropyl]azanium,,1991488,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20917,(2-Carboxylatoethyl)-3-((perfluoro-11-methyldodecyl)-2-hydroxypropyl)aminopropyldimethylammonium,93776-15-9,1842348,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20576,(2-Carboxylatoethyl)-3-((perfluoro-9-methyldecyl)-2-hydroxypropyl)aminopropyldimethylammonium,93777-12-9,1842325,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20670,(2-Carboxylatoethyl)-3-((perfluorodecyl)-2-hydroxypropyl)aminopropyldimethylammonium,93776-13-7,1842326,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
20589,(2-Carboxylatoethyl)dimethyl(((perfluorododecyl)-2-hydroxypropyl)amino)propylammonium,93776-12-6,1842324,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:43-04:00
22264,"(2-Chloro-1,1,2,2-tetrafluoroethoxy)(difluoro)acetic acid",83865-02-5,1973737,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
17686,"(2-Chloro-1,1,2,2-tetrafluoroethoxy)trifluoroethylene",56672-52-7,1973372,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
63909,"(2-Chloro-1,1,2,2-tetrafluoroethyl)benzene",357-41-5,1989249,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17283,"(2-Chloro-1,1,2-trifluoro-2-iodoethoxy)benzene",89045-64-7,1973841,N,N,N,N,"Organics, Other",Accepted,,,2020-06-19T02:02:31-04:00
18659,"(2-Chloro-2,3,3-trifluorocyclobutyl)benzene",152380-39-7,1851839,N,N,N,N,"Organics, Other",Accepted,,,2020-06-19T02:02:36-04:00
18688,"(2-Chloroethenyl)bis(2,2,3,3-tetrafluorocyclobutyl)silane",94953-38-5,1973947,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:37-04:00
16571,"(2-Cyclohexyl-1,1,2,2-tetrafluoroethyl)benzene",873013-82-2,1973777,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
132,(2-Methyl-1-propenyl)benzene,768-49-0,69963,Y,N,N,N,Not Assigned,Accepted,; Request Date: 02-MAR-07,,2007-03-02T08:39:31-05:00
16519,(2-Naphthalenyl)perfluorobutanamide,582-00-3,1842501,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
21620,(2-Perfluorooctylethyl)isopropoxycarbonyloxyiminophenylacetonitrile,350716-42-6,1842374,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
16295,"(20R)-24-Ethyl-5.alpha.(H),14.alpha.(H),17.alpha.(H)-cholestane",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16294,"(20R)-24-Ethyl-5.alpha.(H),14.beta.(H),17.beta.(H)-cholestane",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16293,"(20R)-24-Methyl-5.alpha.(H),14.beta.(H),17.beta.(H)-cholestane",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16292,"(20R)-5.alpha.(H),14.beta.(H),17.beta.(H)-Cholestane",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16291,"(22R)-17.alpha.(H),21.beta.(H)-Homohopane",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
16290,"(22S)-17.alpha.(H),21.beta.(H)-Homohopane",,,N,N,N,N,Not Assigned,Accepted,NWIS,,2021-10-01T12:00:00-04:00
22218,"(2E)-1,1,1,2,3,4,4,5,5,6,6,6-Dodecafluorohex-2-ene",67899-37-0,1842458,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
22243,"(2E)-1,1,1,2,3,4,4,5,5,6,6,7,7,7-Tetradecafluorohept-2-ene",24010-46-6,1842456,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
22155,"(2E)-1,1,1,2,3,4,4,5,5,6,6,7,7,8,8,8-Hexadecafluorooct-2-ene",31143-13-2,1842455,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
22119,"(2E)-1,1,1,2,4,4,5,5,5-Nonafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pent-2-ene",58621-72-0,1842450,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
22744,"(2E)-1,1,1,4,4,5,5,6,6,6-Decafluorohex-2-ene",83227-62-7,1842474,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
22167,"(2E)-1,1,2,3,4,5,5,5-Octafluoro-1-iodo-4-(trifluoromethyl)-2-pentene",120695-78-5,1842454,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
19614,"(2E)-3,4,4,5,5,6,6,7,7,8,8,8-Dodecafluoro-2-octenoic acid",,1849956,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:40-04:00
64351,"(2E)-4,4,5,5,5-Pentafluoropent-2-en-1-ol",148757-93-1,1988782,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17841,"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-en-1-ol",37759-88-9,1842609,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
21012,"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-ene",1081782-31-1,1842358,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
17117,"(2E)-4,4,5,5,6,6,6-Heptafluorohex-2-enoic acid",37759-76-5,1842585,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17743,"(2E)-4,4,5,5,6,6,7,7,7-Nonafluorohept-2-en-1-ol",83706-96-1,1842608,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
63575,"(2E)-4,4,5,5,6,6,7,7,8,8,8-Undecafluorooct-2-enoic  acid",875878-70-9,1989705,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
21038,"(2E)-4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-2-ene",89889-22-5,1842356,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
64960,"(2E)-4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Pentadecafluorodec-2-enoic acid",56017-63-1,1989397,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17755,"(2E)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-nonen-1-ol",83706-97-2,1842607,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
21025,"(2E)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-nonene",80793-20-0,1842357,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
64079,"(2E)-4,4,5,5-tetrafluoropent-2-enoic acid",1370280-58-2,1988701,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17767,"(2E)-4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pent-2-en-1-ol",83706-95-0,1842606,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
63699,"(2E)-4,5,5,6,6,6-Hexafluoro-4-(trifluoromethyl)hex-2-enoic acid",239463-98-0,1989165,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
32154,"(2E,4S,4aS,12aS)-2-(amino-hydroxy-methylidene)-4-dimethylamino-10,11,12a-trihydroxy-4a,5-dihydro-4H-tetracene-1,3,12-trione",4496-85-9,,N,N,N,N,Not Assigned,Accepted,,,2021-10-03T12:00:00-04:00
63113,"(2E,4Z)-1,1,1,2,3,4,5,6,6,6-Decafluoro-2,4-hexadiene",83168-66-5,1989646,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
26235,(2H-Perfluoroethoxy)methyloxirane,85567-21-1,1842568,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
26407,"(2H-Perfluoroethyl)(1H,1H,3H-perfluoropropyl)ether",16627-68-2,1842567,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-12-14T12:00:00-05:00
64622,"(2R)-1,1,1-Trifluoro-3-[N-[[3-(1,1,2,2,3,3,3-heptafluoropropyl)phenyl]methyl]-3-[3-(trifluoromethoxy)phenoxy]anilino]propan-2-ol",,1991490,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64626,"(2R)-1,1,1-Trifluoro-3-[N-[[3-(1,1,2,2,3,3,3-heptafluoropropyl)phenyl]methyl]-3-[[3-(trifluoromethoxy)phenyl]methoxy]anilino]propan-2-ol",,1991489,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
21737,(2R)-2-(Acetyloxy)-3-(hexadecyloxy)propyl heptafluorobutanoate,119206-62-1,1842416,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
65227,"(2R)-2-Amino-4,4,5,5,5-pentafluoropentanoic acid",1821830-40-3,1988936,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64636,"(2R)-3-[3-(5-Bromo-2-fluorophenoxy)-N-[[3-(1,1,2,2,3,3,3-heptafluoropropyl)phenyl]methyl]anilino]-1,1,1-trifluoropropan-2-ol",,1991491,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64632,"(2R)-3-[3-[3-(Difluoromethoxy)phenoxy]-N-[[3-(1,1,2,2,3,3,3-heptafluoropropyl)phenyl]methyl]anilino]-1,1,1-trifluoropropan-2-ol",,1991492,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22756,"(2R,4R)-1,1,2,3,3,4-Hexafluoro-2,4-bis(trifluoromethyl)cyclobutane",1583-98-8,1842473,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
16311,"(2S)-1-(2,2,3,3,3-Pentafluoropropoxy)propan-2-ol",877762-92-0,1973792,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:28-04:00
64708,"(2S)-2,3,3,3-Tetrafluoro-2-methoxypropanamide",156700-94-6,1988850,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
21917,(2S)-2-(Nonafluorobutyl)octan-1-ol,1180131-16-1,1842400,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
64356,"(2S)-2-Amino-5,5,6,6,6-pentafluorohexanoic acid",148043-95-2,1988781,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20836,(2S)-2-Pyrrolidinyl-bis(4-(perfluorohexyl)phenyl)methanol,1075687-38-5,1842312,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20848,(2S)-2-Pyrrolidinyl-bis(4-(perfluorooctyl)phenyl)methanol,862589-19-3,1842311,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
65388,"(2S)-2-[Chloro(fluoro)methoxy]-1,1,1,2-tetrafluoroethane",1933757-76-6,1988970,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
21333,(2S)-2-{Bis[4-(heptadecafluorooctyl)phenyl][(triethylsilyl)oxy]methyl}pyrrolidine,914391-37-0,1842383,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
20973,(2S)-2-{Bis[4-(heptadecafluorooctyl)phenyl][(trimethylsilyl)oxy]methyl}pyrrolidine,906077-31-4,1842353,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
21262,"(2S)-3,3,4,4,5,5,5-Heptafluoropentan-2-ol",1313024-90-6,1842346,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:45-04:00
62989,"(2S,3R)-2,3-Dichloro-1,1,1,2,3-pentafluoropropane",111512-55-1,1988553,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22452,"(2Z)-1,1,1,2,4,4,5,5,5-Nonafluoro-3-(1,1,1,2,3,3,3-heptafluoropropan-2-yl)pent-2-ene",58621-71-9,1842447,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
22298,"(2Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Hexadecafluorodec-2-enal",142502-68-9,1842461,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
22206,"(2Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Icosafluorododec-2-enal",1383918-01-1,1842460,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
63154,"(2Z)-3,4,4,5,5,6,6,7,7,8,8,9,9,9-Tetradecafluoro-2-iodonon-2-en-1-ol",1211961-38-4,1988596,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64564,(2Z)-3-Fluoro-3-(perfluoropentyl)acrylic acid,,1991493,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64561,(2Z)-3-Fluoro-3-(perfluoropentyl)prop-2-ene-1-sulfonic acid,,1991494,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
17701,"(2Z)-4,4,5,5,6,6,6-Heptafluoro-2-iodohex-2-en-1-ol",92835-92-2,1842603,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17457,"(2Z)-4,4,5,5,6,6,6-Heptafluoro-3-phenylhex-2-enoic acid",154375-43-6,1842582,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17713,"(2Z)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoro-2-iodonon-2-en-1-ol",99325-08-3,1842602,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17784,"(2Z)-4,4,5,5,6,6,7,7,8,8,9,9,9-Tridecafluoronon-2-en-1-ol",83707-01-1,1842605,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
17729,"(2Z)-4,5,5,5-Tetrafluoro-2-iodo-4-(trifluoromethyl)pent-2-en-1-ol",1006627-74-2,1842601,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:33-04:00
17689,"(2Z)-4,5,5,5-Tetrafluoro-4-(trifluoromethyl)pent-2-en-1-ol",83706-99-4,1842604,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
63598,"(2Z)-4,5,5,6,6,6-Hexafluoro-2-iodo-4-(trifluoromethyl)hex-2-en-1-ol",261503-77-9,1989182,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64526,(2Z)-Perfluoro-2-butene,1516-65-0,1988816,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
65088,"(2Z)?4,4,5,5,6,6,7,7,8,8,9,9,10,10,10?Pentadecafluorodec?2?enoic acid",173441-56-0,1988910,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
63120,"(2Z,4Z)-1,1,1,2,3,4,5,6,6,6-Decafluoro-2,4-hexadiene",83168-65-4,1989645,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
64929,"(3,3,4,4,4-Pentafluorobut-1-yn-1-yl)benzene",55009-90-0,1989391,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
20081,"(3,3,4,4,4-Pentafluorobutyl)benzene",67102-32-3,1973558,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:41-04:00
21044,"(3,3,4,4,5,5,5-Heptafluoro-1-iodopent-1-ene-1,2-diyl)bis(trimethylsilane)",89608-41-3,1849004,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
20986,"(3,3,4,4,5,5,5-Heptafluoro-1-iodopentyl)(trimethyl)silane",89608-32-2,1842352,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
64574,"(3,3,4,4,5,5,5-Heptafluoro-pentane-1-sulfonyl)-acetonitrile",,1991495,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22694,"(3,3,4,4,5,5,5-Heptafluoropent-1-yn-1-yl)benzene",81674-08-0,1842496,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:49-04:00
65000,"(3,3,4,4,5,5,5-Heptafluoropentyl) methoxybis(3,3,3-trifluoropropyl) silane",608300-52-3,1989455,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2022-05-17T12:00:00-04:00
22360,"(3,3,4,4,5,5,5-Heptafluoropentyl)(trimethoxy)silane",109134-39-6,1842437,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
16996,"(3,3,4,4,5,5,6,6,6-Nonafluoro-1-iodohex-1-en-1-yl)benzene",109574-90-5,1842543,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
17067,"(3,3,4,4,5,5,6,6,6-Nonafluoro-1-iodohexyl)cyclohexane",1464148-71-7,1842545,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
16544,"(3,3,4,4,5,5,6,6,6-Nonafluorohex-1-yn-1-yl)benzene",66249-23-8,1842507,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:29-04:00
21154,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)(triphenyl)phosphanium iodide",94190-72-4,1842330,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:44-04:00
17068,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)carbonimidoyl",142030-27-1,1842546,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
21670,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)di(propan-2-yl)silane",356056-13-8,1842378,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
17662,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)phosphonic acid",503564-50-9,1842631,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17081,"(3,3,4,4,5,5,6,6,6-Nonafluorohexyl)propanedioic acid",36390-03-1,1842588,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
21835,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)phosphonic acid diethyl ester",350608-55-8,1842424,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
17092,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)propanedioic acid",26564-96-5,1842587,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
16907,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silane",469904-32-3,1842534,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:30-04:00
17407,"(3,3,4,4,5,5,6,6,7,7,8,8,8-Tridecafluorooctyl)silanetriol",185911-29-9,1842577,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
17446,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl) hydrogen maleate",54950-04-8,1842583,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
21772,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)(tripropoxy)silane",521084-64-0,1842421,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
17540,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)phosphinic acid",731858-13-2,1842625,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17103,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-Heptadecafluorodecyl)propanedioic acid",36390-05-3,1842586,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:31-04:00
22374,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)(trimethoxy)silane",123445-18-1,1842436,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:48-04:00
21692,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)di(propan-2-yl)silane",356056-16-1,1842376,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:46-04:00
17550,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)phosphinic acid",731858-15-4,1842624,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17584,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,12-Henicosafluorododecyl)phosphonic acid",252237-39-1,1842629,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
17594,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,12,12,13,13,14,14,14-Pentacosafluorotetradecyl)phosphonic acid",147290-12-8,1842628,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:32-04:00
19332,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10-Hexadecafluorododecane-1,12-diyl)bis(trichlorosilane)",445303-83-3,1849397,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
22094,"(3,3,4,4,5,5,6,6,7,7,8,8,9,9,9-pentadecafluorononyl)phosphonic acid",23068-11-3,1850115,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:47-04:00
19320,"(3,3,4,4,5,5,6,6-Octafluorooctane-1,8-diyl)bis(trichlorosilane)",193622-77-4,1849398,N,N,N,N,"PFAS,Perfluorinated Alkyl Substance",Accepted,,,2020-06-19T02:02:39-04:00
