TRANSECT,Group,Species,DEPTH_CLASS,Epi_Density_m3,DeepTow_Density_m3,Hypo_Density_m3,Total_Density_m3,Latitude,Longitude
EAS23,AdultCalanoid,Leptodiaptomus ashlandi,S,1.419349671,NA,NA,1.419349671,44.4983167,-86.53835
EAS23,AdultCalanoid,Leptodiaptomus ashlandi,S,1.419349671,NA,NA,1.419349671,44.4983167,-86.53835
EAS23,AdultCalanoid,Leptodiaptomus minutus,S,7.664488222,NA,NA,7.664488222,44.4983167,-86.53835
EAS23,AdultCalanoid,Leptodiaptomus minutus,S,7.664488222,NA,NA,7.664488222,44.4983167,-86.53835
EAS23,AdultCalanoid,Epischura lacustris,S,0.567739868,NA,NA,0.567739868,44.4983167,-86.53835
EAS23,AdultCalanoid,Limnocalanus macrurus,S,2.838699342,NA,NA,2.838699342,44.4983167,-86.53835
EAS23,AdultCalanoid,Limnocalanus macrurus,S,2.838699342,NA,NA,2.838699342,44.4983167,-86.53835
EAS23,Rotifera,Collotheca spp.,S,335.5342622,NA,NA,335.5342622,44.4983167,-86.53835
EAS23,Rotifera,Conochilus unicornis,S,941.8804415,NA,NA,941.8804415,44.4983167,-86.53835
EAS23,Rotifera,Gastropus spp.,S,65.00621492,NA,NA,65.00621492,44.4983167,-86.53835
EAS23,Rotifera,Kellicottia longispina,S,97.36738742,NA,NA,97.36738742,44.4983167,-86.53835
EAS23,Rotifera,Keratella spp.,S,97.36738742,NA,NA,97.36738742,44.4983167,-86.53835
EAS23,Rotifera,Ploesoma truncatum,S,173.1606598,NA,NA,173.1606598,44.4983167,-86.53835
EAS23,Rotifera,Polyarthra spp.,S,812.1518816,NA,NA,812.1518816,44.4983167,-86.53835
EAS23,Rotifera,Synchaeta spp.,S,465.546692,NA,NA,465.546692,44.4983167,-86.53835
EAS23,Nauplii,Copepod nauplii,S,1039.531699,NA,NA,1039.531699,44.4983167,-86.53835
EAS23,Mollusks,Dreissenid Veligers,S,173.1606598,NA,NA,173.1606598,44.4983167,-86.53835
EAS30,Cladoceran,Cercopagis pengoi,S,0.144515603,NA,NA,0.144515603,44.5052,-86.6245667
EAS30,Cladoceran,Bosmina longirostris,S,2.890312057,7.731584752,7.072390774,10.62189681,44.5052,-86.6245667
EAS30,ImmatureCyclopoid,Cyclops copepodites,S,16.04123192,872.9103701,869.2518435,888.951602,44.5052,-86.6245667
EAS30,ImmatureCalanoid,Calanoid copepodites,S,79.05003476,826.5569905,808.5280352,905.6070252,44.5052,-86.6245667
EAS30,ImmatureCalanoid,Epischura copepodites,S,95.09126667,7.731584752,7.731584752,102.8228514,44.5052,-86.6245667
EAS30,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,1.01160922,NA,NA,1.01160922,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus ashlandi,S,1.878702837,293.5834472,293.1549711,295.46215,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus ashlandi,S,1.878702837,293.5834472,293.1549711,295.46215,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,S,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,S,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,S,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,S,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus sicilis,S,4.769014894,61.78042022,60.69275015,66.54943511,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus sicilis,S,4.769014894,61.78042022,60.69275015,66.54943511,44.5052,-86.6245667
EAS30,AdultCalanoid,Epischura lacustris,S,1.878702837,NA,NA,1.878702837,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,S,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,S,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,S,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,S,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,Rotifera,Ascomorpha spp.,S,13.29543546,NA,NA,13.29543546,44.5052,-86.6245667
EAS30,Rotifera,Asplanchna spp,S,26.73538653,NA,NA,26.73538653,44.5052,-86.6245667
EAS30,Rotifera,Collotheca spp.,S,186.7141589,544.6070493,502.0231184,731.3212082,44.5052,-86.6245667
EAS30,Rotifera,Conochilus unicornis,S,1119.995922,1355.736999,1100.299333,2475.732921,44.5052,-86.6245667
EAS30,Rotifera,Gastropus spp.,S,13.29543546,34.75600248,31.72371019,48.05143795,44.5052,-86.6245667
EAS30,Rotifera,Kellicottia longispina,S,146.6833369,973.3487141,939.8946197,1120.032051,44.5052,-86.6245667
EAS30,Rotifera,Keratella spp.,S,106.6525149,243.3281463,219.0038885,349.9806612,44.5052,-86.6245667
EAS30,Rotifera,Ploesoma truncatum,S,519.967139,NA,NA,519.967139,44.5052,-86.6245667
EAS30,Rotifera,Polyarthra spp.,S,1413.362596,196.9747667,196.9747667,1610.337363,44.5052,-86.6245667
EAS30,Rotifera,Synchaeta spp.,S,693.3858625,92.70675923,92.70675923,786.0926217,44.5052,-86.6245667
EAS30,Nauplii,Copepod nauplii,S,1106.700487,614.1190543,361.7136802,1720.819541,44.5052,-86.6245667
EAS30,Mollusks,Dreissenid Veligers,S,119.9479504,139.0601388,111.7035888,259.0080892,44.5052,-86.6245667
EAS30,Cladoceran,Bythotrephes longimanus,D,NA,0.216773404,NA,0.216773404,44.5052,-86.6245667
EAS30,Cladoceran,Bosmina longirostris,D,2.890312057,7.731584752,7.072390774,10.62189681,44.5052,-86.6245667
EAS30,Cladoceran,Daphnia galeata mendotae,D,NA,46.35337961,NA,46.35337961,44.5052,-86.6245667
EAS30,ImmatureCyclopoid,Cyclops copepodites,D,16.04123192,872.9103701,869.2518435,888.951602,44.5052,-86.6245667
EAS30,ImmatureCalanoid,Calanoid copepodites,D,79.05003476,826.5569905,808.5280352,905.6070252,44.5052,-86.6245667
EAS30,ImmatureCalanoid,Epischura copepodites,D,95.09126667,7.731584752,7.731584752,102.8228514,44.5052,-86.6245667
EAS30,AdultCyclopoid,Diacyclops thomasi,D,NA,7.731584752,NA,7.731584752,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus ashlandi,D,1.878702837,293.5834472,293.1549711,295.46215,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus ashlandi,D,1.878702837,293.5834472,293.1549711,295.46215,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,D,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,D,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,D,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus minutus,D,19.79863759,139.0240099,134.5085312,158.8226475,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus sicilis,D,4.769014894,61.78042022,60.69275015,66.54943511,44.5052,-86.6245667
EAS30,AdultCalanoid,Leptodiaptomus sicilis,D,4.769014894,61.78042022,60.69275015,66.54943511,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,D,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,D,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,D,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,AdultCalanoid,Limnocalanus macrurus,D,5.780624114,92.70675923,91.38837127,98.48738334,44.5052,-86.6245667
EAS30,Rotifera,Collotheca spp.,D,186.7141589,544.6070493,502.0231184,731.3212082,44.5052,-86.6245667
EAS30,Rotifera,Conochilus unicornis,D,1119.995922,1355.736999,1100.299333,2475.732921,44.5052,-86.6245667
EAS30,Rotifera,Gastropus spp.,D,13.29543546,34.75600248,31.72371019,48.05143795,44.5052,-86.6245667
EAS30,Rotifera,Kellicottia longispina,D,146.6833369,973.3487141,939.8946197,1120.032051,44.5052,-86.6245667
EAS30,Rotifera,Keratella spp.,D,106.6525149,243.3281463,219.0038885,349.9806612,44.5052,-86.6245667
EAS30,Rotifera,Polyarthra spp.,D,1413.362596,196.9747667,196.9747667,1610.337363,44.5052,-86.6245667
EAS30,Rotifera,Synchaeta spp.,D,693.3858625,92.70675923,92.70675923,786.0926217,44.5052,-86.6245667
EAS30,Nauplii,Copepod nauplii,D,1106.700487,614.1190543,361.7136802,1720.819541,44.5052,-86.6245667
EAS30,Mollusks,Dreissenid Veligers,D,119.9479504,139.0601388,111.7035888,259.0080892,44.5052,-86.6245667
EAS38,Cladoceran,Cercopagis pengoi,S,0.206450861,NA,NA,0.206450861,44.5118,-86.72875
EAS38,Cladoceran,Bosmina longirostris,S,0.929028875,NA,NA,0.929028875,44.5118,-86.72875
EAS38,ImmatureCyclopoid,Cyclops copepodites,S,8.258034448,NA,NA,8.258034448,44.5118,-86.72875
EAS38,ImmatureCalanoid,Calanoid copepodites,S,206.7605375,NA,NA,206.7605375,44.5118,-86.72875
EAS38,ImmatureCalanoid,Epischura copepodites,S,1.858057751,NA,NA,1.858057751,44.5118,-86.72875
EAS38,AdultCalanoid,Leptodiaptomus minutus,S,66.89007903,NA,NA,66.89007903,44.5118,-86.72875
EAS38,AdultCalanoid,Leptodiaptomus minutus,S,66.89007903,NA,NA,66.89007903,44.5118,-86.72875
EAS38,Rotifera,Ascomorpha spp.,S,6.503202128,NA,NA,6.503202128,44.5118,-86.72875
EAS38,Rotifera,Asplanchna spp,S,6.503202128,NA,NA,6.503202128,44.5118,-86.72875
EAS38,Rotifera,Collotheca spp.,S,64.82557042,NA,NA,64.82557042,44.5118,-86.72875
EAS38,Rotifera,Conochilus unicornis,S,680.1523623,NA,NA,680.1523623,44.5118,-86.72875
EAS38,Rotifera,Kellicottia longispina,S,388.6437462,NA,NA,388.6437462,44.5118,-86.72875
EAS38,Rotifera,Keratella spp.,S,336.8245801,NA,NA,336.8245801,44.5118,-86.72875
EAS38,Rotifera,Ploesoma truncatum,S,6.503202128,NA,NA,6.503202128,44.5118,-86.72875
EAS38,Rotifera,Polyarthra spp.,S,246.192652,NA,NA,246.192652,44.5118,-86.72875
EAS38,Rotifera,Synchaeta spp.,S,71.22554712,NA,NA,71.22554712,44.5118,-86.72875
EAS38,Rotifera,Trichocerca spp.,S,13.00640426,NA,NA,13.00640426,44.5118,-86.72875
EAS38,Nauplii,Copepod nauplii,S,796.7970988,NA,NA,796.7970988,44.5118,-86.72875
EAS38,Mollusks,Dreissenid Veligers,S,25.90958308,NA,NA,25.90958308,44.5118,-86.72875
EMP5,Cladoceran,Bythotrephes longimanus,S,0.476901489,1.025594601,0.357932516,1.50249609,44.8159333,-86.12755
EMP5,Cladoceran,Bosmina longirostris,S,5.56385071,NA,NA,5.56385071,44.8159333,-86.12755
EMP5,ImmatureCyclopoid,Cyclops copepodites,S,15.26084766,14.61472306,14.61472306,29.87557072,44.8159333,-86.12755
EMP5,ImmatureCalanoid,Calanoid copepodites,S,83.77569497,227.5538021,110.2678291,311.329497,44.8159333,-86.12755
EMP5,ImmatureCalanoid,Epischura copepodites,S,28.93202369,1.281993251,1.281993251,30.21401694,44.8159333,-86.12755
EMP5,AdultCyclopoid,Diacyclops thomasi,S,3.974179078,NA,NA,3.974179078,44.8159333,-86.12755
EMP5,AdultCyclopoid,Diacyclops thomasi,S,3.974179078,NA,NA,3.974179078,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus ashlandi,S,1.589671631,2.692185827,0.466645543,4.281857459,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus ashlandi,S,1.589671631,2.692185827,0.466645543,4.281857459,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,S,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,S,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,S,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,S,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Skistodiaptomus oregonensis,S,0.794835816,NA,NA,0.794835816,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus sicilis,S,0.794835816,NA,NA,0.794835816,44.8159333,-86.12755
EMP5,Rotifera,Collotheca spp.,S,216.5132762,99.86727426,99.86727426,316.3805504,44.8159333,-86.12755
EMP5,Rotifera,Conochilus unicornis,S,2655.705427,13888.34569,10170.35809,16544.05111,44.8159333,-86.12755
EMP5,Rotifera,Gastropus spp.,S,68.35588015,99.86727426,4.169042052,168.2231544,44.8159333,-86.12755
EMP5,Rotifera,Kellicottia longispina,S,113.979456,149.865011,149.865011,263.844467,44.8159333,-86.12755
EMP5,Rotifera,Keratella spp.,S,205.2266076,299.7300221,12.41277145,504.9566297,44.8159333,-86.12755
EMP5,Rotifera,Ploesoma truncatum,S,57.06921156,NA,NA,57.06921156,44.8159333,-86.12755
EMP5,Rotifera,Polyarthra spp.,S,911.8356477,399.7254957,399.7254957,1311.561143,44.8159333,-86.12755
EMP5,Rotifera,Synchaeta spp.,S,216.5132762,199.8627478,199.8627478,416.376024,44.8159333,-86.12755
EMP5,Rotifera,Trichocerca spp.,S,11.44563575,NA,NA,11.44563575,44.8159333,-86.12755
EMP5,Nauplii,Copepod nauplii,S,1743.86978,499.5927699,499.5927699,2243.462549,44.8159333,-86.12755
EMP5,Mollusks,Dreissenid Veligers,S,569.8972798,1898.375606,1100.519414,2468.272886,44.8159333,-86.12755
EMP5,Cladoceran,Bythotrephes longimanus,D,0.476901489,1.025594601,0.357932516,1.50249609,44.8159333,-86.12755
EMP5,Cladoceran,Daphnia galeata mendotae,D,NA,1.281993251,NA,1.281993251,44.8159333,-86.12755
EMP5,ImmatureCyclopoid,Cyclops copepodites,D,15.26084766,14.61472306,14.61472306,29.87557072,44.8159333,-86.12755
EMP5,ImmatureCalanoid,Calanoid copepodites,D,83.77569497,227.5538021,110.2678291,311.329497,44.8159333,-86.12755
EMP5,ImmatureCalanoid,Epischura copepodites,D,28.93202369,1.281993251,1.281993251,30.21401694,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus ashlandi,D,1.589671631,2.692185827,0.466645543,4.281857459,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus ashlandi,D,1.589671631,2.692185827,0.466645543,4.281857459,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,D,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,D,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,D,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,AdultCalanoid,Leptodiaptomus minutus,D,24.95784461,55.6385071,20.69752464,80.59635171,44.8159333,-86.12755
EMP5,Rotifera,Collotheca spp.,D,216.5132762,99.86727426,99.86727426,316.3805504,44.8159333,-86.12755
EMP5,Rotifera,Conochilus unicornis,D,2655.705427,13888.34569,10170.35809,16544.05111,44.8159333,-86.12755
EMP5,Rotifera,Gastropus spp.,D,68.35588015,99.86727426,4.169042052,168.2231544,44.8159333,-86.12755
EMP5,Rotifera,Kellicottia longispina,D,113.979456,149.865011,149.865011,263.844467,44.8159333,-86.12755
EMP5,Rotifera,Keratella spp.,D,205.2266076,299.7300221,12.41277145,504.9566297,44.8159333,-86.12755
EMP5,Rotifera,Polyarthra spp.,D,911.8356477,399.7254957,399.7254957,1311.561143,44.8159333,-86.12755
EMP5,Rotifera,Synchaeta spp.,D,216.5132762,199.8627478,199.8627478,416.376024,44.8159333,-86.12755
EMP5,Nauplii,Copepod nauplii,D,1743.86978,499.5927699,499.5927699,2243.462549,44.8159333,-86.12755
EMP5,Mollusks,Dreissenid Veligers,D,569.8972798,1898.375606,1100.519414,2468.272886,44.8159333,-86.12755
EMP8,Cladoceran,Bythotrephes longimanus,S,0.611412166,0.794835816,0.638985656,1.406247982,44.8144,-86.16775
EMP8,Cladoceran,Bosmina longirostris,S,10.24115378,NA,NA,10.24115378,44.8144,-86.16775
EMP8,Cladoceran,Daphnia galeata mendotae,S,0.611412166,81.20572583,81.04987567,81.817138,44.8144,-86.16775
EMP8,ImmatureCyclopoid,Cyclops copepodites,S,9.018329447,2760.133606,2757.834816,2769.151936,44.8144,-86.16775
EMP8,ImmatureCalanoid,Calanoid copepodites,S,36.68472995,3111.914691,3102.563681,3148.599421,44.8144,-86.16775
EMP8,ImmatureCalanoid,Epischura copepodites,S,65.72680783,NA,NA,65.72680783,44.8144,-86.16775
EMP8,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,1.987089539,NA,NA,1.987089539,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus ashlandi,S,0.611412166,1623.584626,1623.428776,1624.196038,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus ashlandi,S,0.611412166,1623.584626,1623.428776,1624.196038,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,S,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,S,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,S,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,S,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,Rotifera,Asplanchna spp,S,57.77844968,NA,NA,57.77844968,44.8144,-86.16775
EMP8,Rotifera,Collotheca spp.,S,288.8922484,1082.433908,1008.794708,1371.326157,44.8144,-86.16775
EMP8,Rotifera,Conochilus unicornis,S,10286.09257,5033.231566,2411.286401,15319.32414,44.8144,-86.16775
EMP8,Rotifera,Gastropus spp.,S,115.5568994,297.666013,268.2103327,413.2229123,44.8144,-86.16775
EMP8,Rotifera,Kellicottia longispina,S,173.335349,1271.803541,1227.620021,1445.13889,44.8144,-86.16775
EMP8,Rotifera,Keratella spp.,S,173.335349,460.0112283,415.827708,633.3465773,44.8144,-86.16775
EMP8,Rotifera,Ploesoma truncatum,S,173.335349,27.09065405,27.09065405,200.4260031,44.8144,-86.16775
EMP8,Rotifera,Polyarthra spp.,S,1502.392545,1028.318837,645.356031,2530.711381,44.8144,-86.16775
EMP8,Rotifera,Synchaeta spp.,S,577.9373498,108.2301436,108.2301436,686.1674934,44.8144,-86.16775
EMP8,Nauplii,Copepod nauplii,S,2773.824144,5303.806925,4596.753712,8077.631069,44.8144,-86.16775
EMP8,Mollusks,Dreissenid Veligers,S,809.0511485,1082.433908,876.2051842,1891.485057,44.8144,-86.16775
EMP8,Cladoceran,Bythotrephes longimanus,D,0.611412166,0.794835816,0.638985656,1.406247982,44.8144,-86.16775
EMP8,Cladoceran,Daphnia galeata mendotae,D,0.611412166,81.20572583,81.04987567,81.817138,44.8144,-86.16775
EMP8,ImmatureCyclopoid,Cyclops copepodites,D,9.018329447,2760.133606,2757.834816,2769.151936,44.8144,-86.16775
EMP8,ImmatureCalanoid,Calanoid copepodites,D,36.68472995,3111.914691,3102.563681,3148.599421,44.8144,-86.16775
EMP8,AdultCyclopoid,Diacyclops thomasi,D,NA,920.0224566,NA,920.0224566,44.8144,-86.16775
EMP8,AdultCyclopoid,Diacyclops thomasi,D,NA,920.0224566,NA,920.0224566,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus ashlandi,D,0.611412166,1623.584626,1623.428776,1624.196038,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus ashlandi,D,0.611412166,1623.584626,1623.428776,1624.196038,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,D,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,D,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,D,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Leptodiaptomus minutus,D,7.795505115,2056.637673,2054.650583,2064.433178,44.8144,-86.16775
EMP8,AdultCalanoid,Skistodiaptomus oregonensis,D,NA,27.09065405,NA,27.09065405,44.8144,-86.16775
EMP8,AdultCalanoid,Limnocalanus macrurus,D,NA,54.11507178,NA,54.11507178,44.8144,-86.16775
EMP8,Rotifera,Ascomorpha spp.,D,NA,135.3207976,NA,135.3207976,44.8144,-86.16775
EMP8,Rotifera,Collotheca spp.,D,288.8922484,1082.433908,1008.794708,1371.326157,44.8144,-86.16775
EMP8,Rotifera,Conochilus unicornis,D,10286.09257,5033.231566,2411.286401,15319.32414,44.8144,-86.16775
EMP8,Rotifera,Gastropus spp.,D,115.5568994,297.666013,268.2103327,413.2229123,44.8144,-86.16775
EMP8,Rotifera,Kellicottia longispina,D,173.335349,1271.803541,1227.620021,1445.13889,44.8144,-86.16775
EMP8,Rotifera,Keratella spp.,D,173.335349,460.0112283,415.827708,633.3465773,44.8144,-86.16775
EMP8,Rotifera,Ploesoma truncatum,D,173.335349,27.09065405,27.09065405,200.4260031,44.8144,-86.16775
EMP8,Rotifera,Polyarthra spp.,D,1502.392545,1028.318837,645.356031,2530.711381,44.8144,-86.16775
EMP8,Rotifera,Synchaeta spp.,D,577.9373498,108.2301436,108.2301436,686.1674934,44.8144,-86.16775
EMP8,Nauplii,Copepod nauplii,D,2773.824144,5303.806925,4596.753712,8077.631069,44.8144,-86.16775
EMP8,Mollusks,Dreissenid Veligers,D,809.0511485,1082.433908,876.2051842,1891.485057,44.8144,-86.16775
EMP12,Cladoceran,Bythotrephes longimanus,S,0.66236318,0.044653698,0.044653698,0.707016877,44.8151167,-86.2197667
EMP12,Cladoceran,Bosmina longirostris,S,12.916082,59.1661492,56.22037611,72.0822312,44.8151167,-86.2197667
EMP12,ImmatureCyclopoid,Cyclops copepodites,S,69.21695228,1380.692327,1364.906005,1449.909279,44.8151167,-86.2197667
EMP12,ImmatureCalanoid,Calanoid copepodites,S,181.4875112,2149.941574,2108.549685,2331.429085,44.8151167,-86.2197667
EMP12,ImmatureCalanoid,Epischura copepodites,S,125.3522318,NA,NA,125.3522318,44.8151167,-86.2197667
EMP12,AdultCyclopoid,Diacyclops thomasi,S,12.916082,631.224668,628.2788949,644.14075,44.8151167,-86.2197667
EMP12,AdultCyclopoid,Diacyclops thomasi,S,12.916082,631.224668,628.2788949,644.14075,44.8151167,-86.2197667
EMP12,AdultCyclopoid,Diacyclops thomasi,S,12.916082,631.224668,628.2788949,644.14075,44.8151167,-86.2197667
EMP12,AdultCyclopoid,Diacyclops thomasi,S,12.916082,631.224668,628.2788949,644.14075,44.8151167,-86.2197667
EMP12,AdultCyclopoid,Tropocyclops prasinus mexicanus,S,2.152680334,NA,NA,2.152680334,44.8151167,-86.2197667
EMP12,AdultCalanoid,Leptodiaptomus ashlandi,S,21.52680334,631.224668,626.3150462,652.7514713,44.8151167,-86.2197667
EMP12,AdultCalanoid,Leptodiaptomus ashlandi,S,21.52680334,631.224668,626.3150462,652.7514713,44.8151167,-86.2197667
EMP12,AdultCalanoid,Leptodiaptomus ashlandi,S,21.52680334,631.224668,626.3150462,652.7514713,44.8151167,-86.2197667
EMP12,AdultCalanoid,Leptodiaptomus ashlandi,S,21.52680334,631.224668,626.3150462,652.7514713,44.8151167,-86.2197667
EMP12,AdultCalanoid,Leptodiaptomus minutus,S,34.44288534,1420.166196,1412.310801,1454.609081,44.8151167,-86.2197667
